name,size,total_pixels,keep_10%_psnr,keep_10%_ratio,keep_10%_kept,keep_20%_psnr,keep_20%_ratio,keep_20%_kept,keep_50%_psnr,keep_50%_ratio,keep_50%_kept
157036.jpg,481x321,154401,21.17784588138255,19.09721706864564,8085,22.709315248186208,9.546837321461695,16173,26.004254496871578,3.815290716350787,40469
187029.jpg,481x321,154401,29.976896288865113,19.09721706864564,8085,32.34599993830175,9.546837321461695,16173,37.15151408730394,3.815290716350787,40469
71046.jpg,321x481,154401,25.686573291033604,19.09721706864564,8085,27.110023206761433,9.546837321461695,16173,30.067730398206457,3.815290716350787,40469
299091.jpg,321x481,154401,32.81361183928564,19.09721706864564,8085,33.88929771101584,9.546837321461695,16173,36.16717242960876,3.815290716350787,40469
242078.jpg,481x321,154401,23.43833560468091,19.09721706864564,8085,24.94572362679304,9.546837321461695,16173,27.860428713912732,3.815290716350787,40469
232038.jpg,321x481,154401,25.701865267437856,19.09721706864564,8085,26.730464774197465,9.546837321461695,16173,29.084407740237907,3.815290716350787,40469
173036.jpg,321x481,154401,24.737093902570713,19.09721706864564,8085,25.796898687151447,9.546837321461695,16173,28.280769303183003,3.815290716350787,40469
198054.jpg,481x321,154401,19.28912198537279,19.09721706864564,8085,21.784785113553706,9.546837321461695,16173,26.162661066341695,3.815290716350787,40469
388016.jpg,481x321,154401,22.83798337281722,19.09721706864564,8085,24.34588318830911,9.546837321461695,16173,27.499361015707517,3.815290716350787,40469
292066.jpg,481x321,154401,24.92221655885812,19.09721706864564,8085,26.43522864713224,9.546837321461695,16173,29.62438088971063,3.815290716350787,40469
189011.jpg,321x481,154401,27.774230294381432,19.09721706864564,8085,30.08641769656814,9.546837321461695,16173,34.47933946579597,3.815290716350787,40469
59078.jpg,321x481,154401,23.11125255413639,19.09721706864564,8085,24.565214826491516,9.546837321461695,16173,27.805659772803825,3.815290716350787,40469
108041.jpg,481x321,154401,25.224465670409835,19.09721706864564,8085,27.049976838582538,9.546837321461695,16173,30.795130752423326,3.815290716350787,40469
66075.jpg,481x321,154401,29.687575285850816,19.09721706864564,8085,30.692267214205394,9.546837321461695,16173,33.342290465935776,3.815290716350787,40469
20008.jpg,481x321,154401,25.79137445637134,19.09721706864564,8085,27.69164955940949,9.546837321461695,16173,31.83857963549435,3.815290716350787,40469
370036.jpg,321x481,154401,27.03351578594222,19.09721706864564,8085,28.552694267835484,9.546837321461695,16173,31.71706108752085,3.815290716350787,40469
41025.jpg,321x481,154401,22.578193875007596,19.09721706864564,8085,23.94178518431498,9.546837321461695,16173,26.834050502456716,3.815290716350787,40469
207056.jpg,321x481,154401,27.925565638126333,19.09721706864564,8085,29.374354837540643,9.546837321461695,16173,32.39150027051469,3.815290716350787,40469
314016.jpg,321x481,154401,25.741656396390233,19.09721706864564,8085,27.714675172111974,9.546837321461695,16173,32.54040305291205,3.815290716350787,40469
188091.jpg,321x481,154401,31.336676934944467,19.09721706864564,8085,33.316791646784104,9.546837321461695,16173,37.33367592307397,3.815290716350787,40469
56028.jpg,321x481,154401,21.9813085231015,19.09721706864564,8085,23.496815501943473,9.546837321461695,16173,26.823159312979207,3.815290716350787,40469
134008.jpg,321x481,154401,27.05262204189875,19.09721706864564,8085,29.18718320440354,9.546837321461695,16173,34.38802215501366,3.815290716350787,40469
153093.jpg,321x481,154401,27.05834749614301,19.09721706864564,8085,29.53841869718675,9.546837321461695,16173,34.554637695267914,3.815290716350787,40469
54005.jpg,481x321,154401,23.28197240580301,19.09721706864564,8085,24.582710126869923,9.546837321461695,16173,27.387932422827387,3.815290716350787,40469
65019.jpg,321x481,154401,23.425885833083342,19.09721706864564,8085,26.274845098315307,9.546837321461695,16173,32.117065943803524,3.815290716350787,40469
176039.jpg,321x481,154401,25.077396577984402,19.09721706864564,8085,27.082560294524235,9.546837321461695,16173,31.394153295869728,3.815290716350787,40469
187003.jpg,321x481,154401,23.043395958948704,19.09721706864564,8085,24.836906168776764,9.546837321461695,16173,28.76758163372314,3.815290716350787,40469
61086.jpg,481x321,154401,19.750113929879824,19.09721706864564,8085,21.09651251275455,9.546837321461695,16173,24.179984193114734,3.815290716350787,40469
147021.jpg,321x481,154401,23.843751801795804,19.09721706864564,8085,25.306292003195384,9.546837321461695,16173,29.834498671044365,3.815290716350787,40469
353013.jpg,321x481,154401,27.528660723951717,19.09721706864564,8085,29.785611308159442,9.546837321461695,16173,34.137336601279756,3.815290716350787,40469
317080.jpg,321x481,154401,24.80112794687288,19.09721706864564,8085,26.342434413015653,9.546837321461695,16173,29.478879560661575,3.815290716350787,40469
28096.jpg,321x481,154401,28.59405808353361,19.09721706864564,8085,29.833349161348913,9.546837321461695,16173,32.59352755781581,3.815290716350787,40469
35010.jpg,321x481,154401,24.078594851681316,19.09721706864564,8085,26.075373760770027,9.546837321461695,16173,29.98470414151621,3.815290716350787,40469
151087.jpg,321x481,154401,24.324284645472748,19.09721706864564,8085,26.241837654391684,9.546837321461695,16173,29.983739566279183,3.815290716350787,40469
254033.jpg,321x481,154401,22.053521751384416,19.09721706864564,8085,23.598272344382558,9.546837321461695,16173,27.07685625311295,3.815290716350787,40469
189003.jpg,321x481,154401,22.25025828745985,19.09721706864564,8085,24.02974631249895,9.546837321461695,16173,27.83772008767368,3.815290716350787,40469
144067.jpg,481x321,154401,20.7250840569326,19.09721706864564,8085,21.895685509726587,9.546837321461695,16173,24.50456494199924,3.815290716350787,40469
33066.jpg,321x481,154401,23.81612547106367,19.09721706864564,8085,25.15041913779257,9.546837321461695,16173,28.02971720206677,3.815290716350787,40469
138032.jpg,481x321,154401,22.83742232587441,19.09721706864564,8085,24.6261607680622,9.546837321461695,16173,27.59482413415808,3.815290716350787,40469
15088.jpg,481x321,154401,23.043250727331632,19.09721706864564,8085,24.313979333575645,9.546837321461695,16173,27.73791909770008,3.815290716350787,40469
249061.jpg,321x481,154401,25.733887868247717,19.09721706864564,8085,27.185214478301752,9.546837321461695,16173,30.607234891168254,3.815290716350787,40469
68077.jpg,321x481,154401,25.435616096800366,19.09721706864564,8085,26.790690194369358,9.546837321461695,16173,30.21368123580343,3.815290716350787,40469
368078.jpg,481x321,154401,20.554518982015395,19.09721706864564,8085,21.997804549212656,9.546837321461695,16173,25.17916599956745,3.815290716350787,40469
187039.jpg,321x481,154401,21.880189988591855,19.09721706864564,8085,23.622757368328152,9.546837321461695,16173,27.426364363929004,3.815290716350787,40469
87065.jpg,321x481,154401,21.21363195630476,19.09721706864564,8085,23.245624490784785,9.546837321461695,16173,27.16781666521311,3.815290716350787,40469
216066.jpg,321x481,154401,25.452553299391294,19.09721706864564,8085,26.958871426978664,9.546837321461695,16173,30.042723495706376,3.815290716350787,40469
43083.jpg,321x481,154401,25.390943190459602,19.09721706864564,8085,27.864540520524237,9.546837321461695,16173,32.670096680483994,3.815290716350787,40469
372047.jpg,481x321,154401,21.219941311726377,19.09721706864564,8085,23.195606455127322,9.546837321461695,16173,27.251797246373734,3.815290716350787,40469
227046.jpg,321x481,154401,24.631418826192895,19.09721706864564,8085,26.054338968187494,9.546837321461695,16173,29.298536150174513,3.815290716350787,40469
15004.jpg,481x321,154401,21.475576157098864,19.09721706864564,8085,23.272880142544604,9.546837321461695,16173,27.10104737613215,3.815290716350787,40469
